symbol,name,price_usd,market_cap_usd,change_24h_pct
BTC,Bitcoin,77839.0,1558412777141.0,-0.34789392164478505
ETH,Ethereum,2320.4,280028902733.0,-0.6788239718396013
USDT,Tether,0.999997,189763836087.0,-0.013867406468098298
XRP,XRP,1.41,87179125422.0,-1.2396439631905072
BNB,BNB,627.41,84564129468.0,-0.8334390534042206
USDC,USDC,0.999855,77738246612.0,0.007473813366064137
SOL,Solana,85.23,49072256150.0,-1.5032213729174988
TRX,TRON,0.325386,30840603523.0,0.7445857813661837
FIGR_HELOC,Figure Heloc,1.02,17448486350.0,
DOGE,Dogecoin,0.098314,15140568538.0,-0.7276398276515912
